position_action,angle_action,gripper_position,gripper_angle,gripper_velocity,gripper_angular_velocity,target_position,target_angle,target_velocity,target_angular_velocity,closest_point,contact_force,rewards,finger1_min_dists,finger2_min_dists,finger3_min_dists,num_contact_points,fingertip_num_contact_points,accumulated_contact_force,totalLateralFrictionForce
[0.2726556  0.6475451  0.08048689],[0.01320148 0.01952612 0.02508008],[0.27098545 0.83962233 1.20860119],[-0.13812689  0.17708171  0.09439008],[0.13087477 0.31082174 0.03863377],[0.0533357  0.09918409 0.10920724],[0.28824908 1.05674468 1.19680579],[ 0. -0.  0.],[0.07670809 0.04447801 0.00196786],[0. 0. 0.],0.05607775711941933,0,2.7450197839937216,[0.05286869 0.0512814  0.05877461],[0.05737155 0.05898121 0.07145378],[0.04142783 0.04300321 0.04857504],0,[0 0 0],0,[0 0 0]
[0.2730739  0.62191725 0.08888304],[0.0113163  0.02127254 0.0253098 ],[0.2715316  0.84086616 1.20877895],[-0.13790041  0.1775072   0.09489617],[0.13107553 0.29852032 0.04266387],[0.04361408 0.10671716 0.11187562],[0.28856864 1.05692997 1.19681399],[ 0. -0.  0.],[0.07669417 0.04446994 0.0019675 ],[0. 0. 0.],0.055034879491225534,0,2.745706320220617,[0.05199015 0.05051903 0.05854791],[0.05651554 0.05830689 0.07125729],[0.04109675 0.04298652 0.04877288],0,[0 0 0],0,[0 0 0]
[0.27023327 0.59603095 0.09636533],[0.01145041 0.02088106 0.02571249],[0.27207206 0.84205823 1.20897168],[-0.1376712   0.17792486  0.09541033],[0.12971205 0.28609495 0.04625542],[0.04437605 0.10492878 0.11367188],[0.28888814 1.05711523 1.19682219],[ 0. -0.  0.],[0.07668026 0.04446187 0.00196714],[0. 0. 0.],0.054045078052616914,0,2.746342412878759,[0.05113766 0.04978308 0.05830644],[0.05568307 0.05764409 0.07104544],[0.04080814 0.04299459 0.0489863 ],0,[0 0 0],0,[0 0 0]
[0.26480258 0.5686288  0.10244322],[0.0124985  0.01693356 0.02771318],[0.27260167 0.84319548 1.20917657],[-0.13742108  0.17826361  0.09596447],[0.12710519 0.27294191 0.04917327],[0.05104112 0.08657303 0.12235976],[0.28920759 1.05730045 1.19683038],[ 0. -0.  0.],[0.07666634 0.0444538  0.00196679],[0. 0. 0.],0.05311065459880615,0,2.7469723495317844,[0.05031776 0.04907862 0.05805566],[0.05487556 0.05699378 0.07081871],[0.04057929 0.04302875 0.04921726],0,[0 0 0],0,[0 0 0]
[0.2599051  0.5401182  0.10783076],[0.01323283 0.01198268 0.02851331],[0.27312148 0.84427572 1.20939223],[-0.13715639  0.17850332  0.09653467],[0.12475448 0.25925675 0.05175875],[0.05669767 0.06327249 0.12557685],[0.28952697 1.05748564 1.19683858],[ 0. -0.  0.],[0.07665243 0.04444573 0.00196643],[0. 0. 0.],0.05223470232641921,0,2.7476121748982116,[0.0495333  0.04840721 0.05779909],[0.05409595 0.05635863 0.07057918],[0.04040696 0.04308778 0.04946379],0,[0 0 0],0,[0 0 0]
[0.25539577 0.51283455 0.11179686],[0.01338899 0.00703931 0.02919555],[0.27363227 0.84530139 1.20961583],[-0.13688861  0.17864417  0.09711855],[0.12259001 0.2461606  0.05366246],[0.05968131 0.03975945 0.12871561],[0.2898463  1.0576708  1.19684677],[ 0. -0.  0.],[0.07663852 0.04443767 0.00196607],[0. 0. 0.],0.051414109520093634,0,2.7482596207526537,[0.04878579 0.04776985 0.05754098],[0.05334585 0.0557413  0.07033112],[0.04027037 0.04317598 0.04972111],0,[0 0 0],0,[0 0 0]
[0.25077224 0.48610187 0.11412406],[0.01342988 0.00282431 0.02956438],[0.27413382 0.84627359 1.20984408],[-0.13661994  0.17870075  0.0977098 ],[0.12037062 0.23332894 0.05478005],[0.06183265 0.01968577 0.13044125],[0.29016557 1.05785592 1.19685496],[ 0. -0.  0.],[0.07662462 0.04442961 0.00196572],[0. 0. 0.],0.050647390929538245,0,2.748907256139814,[0.04807615 0.0471667  0.05728392],[0.0526273  0.05514849 0.07007813],[0.04016209 0.04329515 0.04998519],0,[0 0 0],0,[0 0 0]
[0.2463113  0.46023428 0.11516714],[ 0.01319611 -0.00072503  0.02979898],[0.27462644 0.84719406 1.21007441],[-0.13635608  0.17868632  0.0983058 ],[0.11822945 0.22091246 0.05528019],[0.06235811 0.00265134 0.13178337],[0.29048478 1.05804101 1.19686315],[ 0. -0.  0.],[0.07661072 0.04442155 0.00196536],[0. 0. 0.],0.04993228212813507,0,2.749546159306818,[0.0474049  0.04659774 0.05703023],[0.05194173 0.05458341 0.06982347],[0.04007822 0.04343872 0.05025225],0,[0 0 0],0,[0 0 0]
[0.24192786 0.43528104 0.11504447],[ 0.01287782 -0.00368345  0.02981997],[0.27511029 0.84806462 1.2103045 ],[-0.13609859  0.17861272  0.09890224],[0.1161254  0.2089349  0.05522131],[ 0.06225734 -0.01159061  0.13216376],[0.29080393 1.05822607 1.19687134],[ 0. -0.  0.],[0.07659682 0.04441349 0.001965  ],[0. 0. 0.],0.049266683259291566,0,2.7501710461578797,[0.0467719  0.04606236 0.05678162],[0.05128988 0.05404643 0.06956971],[0.04001546 0.04360108 0.05051938],0,[0 0 0],0,[0 0 0]
[0.23771429 0.41136885 0.11401165],[ 0.01244581 -0.00611085  0.02968788],[0.27558572 0.84888736 1.21053252],[-0.13584975  0.17849058  0.09949605],[0.11410289 0.19745705 0.05472555],[ 0.06138794 -0.02334955  0.13190838],[0.29112303 1.05841109 1.19687952],[ 0. -0.  0.],[0.07658292 0.04440543 0.00196465],[0. 0. 0.],0.04864825445156886,0,2.7507769074629045,[0.04617664 0.04555971 0.05653947],[0.05067205 0.05353754 0.06931896],[0.03997086 0.04377731 0.05078413],0,[0 0 0],0,[0 0 0]
[0.23364878 0.3885436  0.11219311],[ 0.01197171 -0.00806934  0.0293951 ],[0.27605302 0.84966445 1.21075691],[-0.13561038  0.17832927  0.10008403],[0.11215144 0.18650092 0.05385265],[ 0.06011141 -0.03289016  0.1309186 ],[0.29144207 1.05859608 1.19688771],[ 0. -0.  0.],[0.07656903 0.04439737 0.00196429],[0. 0. 0.],0.048074666720050084,0,2.7513604184260885,[0.04561825 0.04508837 0.0563048 ],[0.05008808 0.05305645 0.06907293],[0.03994184 0.0439632  0.05104457],0,[0 0 0],0,[0 0 0]
[0.22976851 0.366858   0.10975456],[ 0.01146042 -0.00961047  0.02897263],[0.27651256 0.85039816 1.21097642],[-0.13538124  0.17813713  0.10066356],[0.11028891 0.17609184 0.05268215],[ 0.05847099 -0.04045721  0.12933825],[0.29176105 1.05878103 1.19689589],[ 0. -0.  0.],[0.07655514 0.04438932 0.00196393],[0. 0. 0.],0.04754352017499129,0,2.7519188823410046,[0.04509561 0.044645   0.05607837],[0.04953753 0.05260262 0.06883295],[0.03992609 0.04415519 0.05129913],0,[0 0 0],0,[0 0 0]
[0.22607005 0.34632683 0.10680985],[ 0.01093817 -0.01078695  0.02843392],[0.2769647  0.85109082 1.21119004],[-0.13516254  0.17792146  0.10123233],[0.10851364 0.16623688 0.05126869],[ 0.05661144 -0.04629065  0.12720904],[0.29207997 1.05896596 1.19690407],[ 0. -0.  0.],[0.07654125 0.04438127 0.00196358],[0. 0. 0.],0.047052432441609636,0,2.75245051069111,[0.04460744 0.04422845 0.05586072],[0.04901969 0.05217534 0.06860008],[0.03992158 0.04435026 0.0515466 ],0,[0 0 0],0,[0 0 0]
[0.2225635  0.32695842 0.10347223],[ 0.01041424 -0.01164377  0.02779925],[0.27740983 0.85174473 1.21139698],[-0.13495432  0.17768866  0.10178841],[0.10683051 0.15694004 0.04966663],[ 0.05459486 -0.05060134  0.1246199 ],[0.29239883 1.05915084 1.19691225],[ 0. -0.  0.],[0.07652736 0.04437321 0.00196322],[0. 0. 0.],0.04659903253949955,0,2.7529540904626018,[0.0441523  0.04383788 0.05565221],[0.04853364 0.05177377 0.06837513],[0.03992653 0.04454313 0.05178602],0,[0 0 0],0,[0 0 0]
[0.21925068 0.30874193 0.09983468],[ 0.00989866 -0.01222169  0.02708578],[0.27784833 0.85236222 1.21159665],[-0.1347564   0.17744429  0.10233022],[0.10524035 0.14819613 0.04792061],[ 0.05248528 -0.05357944  0.1216444 ],[0.29271764 1.0593357  1.19692043],[ 0. -0.  0.],[0.07651348 0.04436516 0.00196287],[0. 0. 0.],0.046180994862933526,0,2.753428918180906,[0.04372867 0.04347235 0.05545302],[0.04807831 0.05139697 0.06815868],[0.03993935 0.04473021 0.0520167 ],0,[0 0 0],0,[0 0 0]
[0.21588671 0.29167724 0.09521425],[ 0.00944376 -0.01270097  0.02654684],[0.2782801  0.85294557 1.21178708],[-0.13456757  0.17719034  0.10286125],[0.10362564 0.14000507 0.0457028 ],[ 0.05061506 -0.05605996  0.11945458],[0.29303639 1.05952052 1.19692861],[ 0. -0.  0.],[0.0764996  0.04435712 0.00196251],[0. 0. 0.],0.04579561966404627,0,2.753875682164319,[0.04333632 0.04313233 0.05526484],[0.04765352 0.0510452  0.06795256],[0.03995738 0.04490954 0.05223683],0,[0 0 0],0,[0 0 0]
[0.21284437 0.2756617  0.09063911],[ 0.0090282  -0.01296282  0.02589273],[0.27870579 0.8534969  1.21196836],[-0.13438706  0.17693114  0.1033792 ],[0.10216532 0.13231762 0.04350674],[ 0.04882347 -0.057486    0.1166774 ],[0.29335508 1.05970531 1.19693678],[ 0. -0.  0.],[0.07648572 0.04434907 0.00196215],[0. 0. 0.],0.0454409463139497,0,2.754294767793138,[0.04297331 0.04281635 0.05508718],[0.04725775 0.05071707 0.06775659],[0.03997983 0.04508301 0.05244653],0,[0 0 0],0,[0 0 0]
[0.21004939 0.26073527 0.08612084],[ 0.00863779 -0.01301312  0.02514052],[0.27912589 0.85401837 1.2121406 ],[-0.13421421  0.17667097  0.10388208],[0.10082365 0.12515295 0.04133853],[ 0.04707765 -0.05788323  0.11339437],[0.29367371 1.05989006 1.19694496],[ 0. -0.  0.],[0.07647184 0.04434102 0.0019618 ],[0. 0. 0.],0.045114919373974945,0,2.7546865484193868,[0.04263774 0.04252292 0.05491956],[0.04688945 0.05041123 0.06757059],[0.04000589 0.04525116 0.05264589],0,[0 0 0],0,[0 0 0]
[0.20746171 0.24689484 0.08173203],[ 0.00824571 -0.01278597  0.02433324],[0.27954081 0.85451216 1.21230407],[-0.1340492   0.17641533  0.10436881],[0.09958158 0.11850955 0.03923187],[ 0.04515104 -0.05696917  0.10985997],[0.29399228 1.06007478 1.19695313],[ 0. -0.  0.],[0.07645797 0.04433298 0.00196144],[0. 0. 0.],0.04481543252264728,0,2.755049821160525,[0.04232759 0.04225044 0.05476137],[0.04654705 0.05012634 0.06739434],[0.04003478 0.04541337 0.05283505],0,[0 0 0],0,[0 0 0]
[0.2050277  0.23410356 0.07749128],[ 0.00785506 -0.01226163  0.02348924],[0.27995087 0.85498036 1.21245905],[-0.13389202  0.17617017  0.10483865],[0.09841324 0.11236973 0.03719628],[ 0.04308012 -0.05463838  0.10614647],[0.2943108  1.06025947 1.1969613 ],[ 0. -0.  0.],[0.0764441  0.04432494 0.00196109],[0. 0. 0.],0.044540443744185504,0,2.7553830267413892,[0.04204093 0.04199731 0.05461191],[0.04622898 0.04986112 0.06722755],[0.04006577 0.04556914 0.05301415],0,[0 0 0],0,[0 0 0]
[0.20268655 0.2223525  0.07309639],[ 0.00750351 -0.01159179  0.02260768],[0.28035624 0.85542507 1.21260525],[-0.13374187  0.1759384   0.10529086],[0.0972895  0.10672923 0.03508672],[ 0.04111742 -0.05159628  0.10221801],[0.29462926 1.06044412 1.19696947],[ 0. -0.  0.],[0.07643024 0.0443169  0.00196073],[0. 0. 0.],0.04428788887762964,0,2.7556870987819595,[0.04177626 0.04176255 0.05447117],[0.04593405 0.04961478 0.06707044],[0.04009775 0.04571763 0.05318296],0,[0 0 0],0,[0 0 0]
[0.20053327 0.21149397 0.06879795],[ 0.00717628 -0.01081735  0.02171731],[0.28075731 0.85584806 1.21274284],[-0.13359834  0.1757221   0.10572528],[0.096256   0.10151711 0.03302298],[ 0.03919363 -0.04805301  0.09823552],[0.29494766 1.06062874 1.19697764],[ 0. -0.  0.],[0.07641637 0.04430886 0.00196037],[0. 0. 0.],0.044056036146629486,0,2.755962773372854,[0.04153204 0.04154495 0.05433875],[0.04566089 0.04938623 0.06692275],[0.04013017 0.0458586  0.05334172],0,[0 0 0],0,[0 0 0]
[0.19857669 0.20140386 0.06471467],[ 0.00686288 -0.01001233  0.02082467],[0.28115446 0.85625086 1.21287227],[-0.13346108  0.17552189  0.10614184],[0.09531684 0.09667386 0.03106301],[ 0.03733424 -0.04435118  0.09421885],[0.29526601 1.06081333 1.19698581],[ 0. -0.  0.],[0.07640251 0.04430082 0.00196002],[0. 0. 0.],0.04384344103482743,0,2.756211414103148,[0.04130685 0.04134336 0.05421417],[0.04540813 0.0491743  0.06678403],[0.04016278 0.04599211 0.05349087],0,[0 0 0],0,[0 0 0]
[0.19678128 0.19206667 0.06081295],[ 0.00655031 -0.00918829  0.01993883],[0.28154802 0.856635   1.2129939 ],[-0.13333007  0.17533816  0.10654068],[0.09445504 0.09219201 0.02919018],[ 0.03546505 -0.04056038  0.09023307],[0.29558429 1.06099788 1.19699397],[ 0. -0.  0.],[0.07638865 0.04429279 0.00195966],[0. 0. 0.],0.04364866242298893,0,2.756434286813779,[0.04109938 0.04115673 0.05409704],[0.04517449 0.04897796 0.06665392],[0.0401953  0.04611819 0.05363077],0,[0 0 0],0,[0 0 0]
[0.19513702 0.18342173 0.05709982],[ 0.00624812 -0.00835294  0.01906586],[0.2819383  0.85700184 1.2131081 ],[-0.13320511  0.17517113  0.10692205],[0.0936658  0.08804243 0.02740788],[ 0.03363484 -0.03671241  0.08629944],[0.29590252 1.0611824  1.19700213],[ 0. -0.  0.],[0.0763748  0.04428475 0.00195931],[0. 0. 0.],0.043470381279656294,0,2.7566326804993047,[0.04090836 0.04098404 0.05398693],[0.04495874 0.04879619 0.06653202],[0.0402275  0.04623699 0.05376183],0,[0 0 0],0,[0 0 0]
[0.19362986 0.17543054 0.05357027],[ 0.00595188 -0.00751448  0.0182147 ],[0.28232556 0.8573527  1.21321524],[-0.13308594  0.17502089  0.10728636],[0.09294228 0.0842067  0.02571426],[ 0.03185667 -0.03283951  0.08245298],[0.29622069 1.06136689 1.1970103 ],[ 0. -0.  0.],[0.07636094 0.04427672 0.00195895],[0. 0. 0.],0.04330734798335603,0,2.7568078587889713,[0.04073264 0.04082437 0.05388345],[0.04475973 0.04862806 0.06641794],[0.04025918 0.04634865 0.05388444],0,[0 0 0],0,[0 0 0]
[0.19224918 0.16804814 0.05022061],[ 0.00566125 -0.00667971  0.01739001],[0.28271005 0.8576888  1.21331568],[-0.13297258  0.17488735  0.10763418],[0.09227955 0.08066315 0.02410639],[ 0.03007201 -0.02899285  0.07874054],[0.2965388  1.06155134 1.19701846],[ 0. -0.  0.],[0.07634709 0.04426869 0.0019586 ],[0. 0. 0.],0.04315838772736439,0,2.756960927757436,[0.04057112 0.04067681 0.05378624],[0.04457635 0.04847268 0.06631132],[0.04029018 0.04645338 0.05399898],0,[0 0 0],0,[0 0 0]
[0.1909821  0.16123116 0.04704595],[ 0.00538361 -0.00585335  0.01659191],[0.28309202 0.85801126 1.21340978],[-0.13286479  0.17477033  0.10796603],[0.09167136 0.077391   0.02258252],[ 0.0283494  -0.02518139  0.07514415],[0.29685686 1.06173576 1.19702662],[ 0. -0.  0.],[0.07633325 0.04426066 0.00195824],[0. 0. 0.],0.04302241888702143,0,2.7570930927589585,[0.04042276 0.04054053 0.05369495],[0.04440758 0.04832922 0.06621177],[0.04032036 0.04655141 0.05410584],0,[0 0 0],0,[0 0 0]
[0.18981946 0.1549424  0.04404235],[ 0.00511348 -0.00504112  0.01582694],[0.28347166 0.85832115 1.21349786],[-0.13276248  0.17466952  0.1082826 ],[0.09111338 0.07437236 0.0211403 ],[ 0.02665036 -0.02144262  0.07170963],[0.29717486 1.06192015 1.19703478],[ 0. -0.  0.],[0.0763194  0.04425263 0.00195789],[0. 0. 0.],0.04289842089445422,0,2.757205423721595,[0.0402866  0.04041473 0.05360919],[0.04425243 0.0481969  0.06611893],[0.04034962 0.046643   0.05420541],0,[0 0 0],0,[0 0 0]
[0.18875253 0.14914274 0.04120398],[ 0.00485671 -0.00424576  0.01509333],[0.28384916 0.85861943 1.21358027],[-0.13266531  0.17458462  0.1085845 ],[0.09060125 0.07158853 0.01977788],[ 0.02503725 -0.01777081  0.06840352],[0.2974928  1.0621045  1.19704293],[ 0. -0.  0.],[0.07630556 0.04424461 0.00195753],[0. 0. 0.],0.042785459897526544,0,2.757299071885294,[0.04016175 0.04029868 0.05352867],[0.04410996 0.04807497 0.06603243],[0.04037787 0.04672839 0.05429806],0,[0 0 0],0,[0 0 0]
[0.18777418 0.14380014 0.03852701],[ 0.0046078  -0.00347066  0.01439607],[0.28422471 0.85890703 1.21365732],[-0.13257311  0.17451522  0.10887245],[0.09013164 0.06902408 0.01849294],[ 0.02346911 -0.01419297  0.06526492],[0.29781068 1.06228882 1.19705109],[ 0. -0.  0.],[0.07629172 0.04423658 0.00195718],[0. 0. 0.],0.04268265386928344,0,2.7573750415169402,[0.04004739 0.0401917  0.05345306],[0.04397931 0.04796272 0.06595195],[0.04040505 0.04680786 0.05438416],0,[0 0 0],0,[0 0 0]
[0.18687415 0.13887846 0.0360024 ],[ 0.00437009 -0.00271869  0.01373208],[0.28459846 0.85918479 1.21372933],[-0.13248555  0.17446089  0.10914708],[0.08969954 0.06666172 0.01728173],[ 0.02199269 -0.01071135  0.0622641 ],[0.2981285  1.06247311 1.19705924],[ 0. -0.  0.],[0.07627788 0.04422856 0.00195682],[0. 0. 0.],0.04258919879575278,0,2.7574344082801834,[0.03994273 0.04009312 0.05338204],[0.04385964 0.0478595  0.06587713],[0.0404311  0.04688163 0.05446405],0,[0 0 0],0,[0 0 0]
[0.18605018 0.13434982 0.03362906],[ 0.00413883 -0.00199199  0.0131048 ],[0.28497056 0.85945349 1.21379659],[-0.13240262  0.17442108  0.10940917],[0.08930403 0.06448797 0.01614249],[ 0.02052646 -0.00735825  0.05944676],[0.29844627 1.06265736 1.19706739],[ 0. -0.  0.],[0.07626405 0.04422054 0.00195647],[0. 0. 0.],0.04250433083373482,0,2.7574780282584124,[0.03984705 0.04000237 0.05331535],[0.04375019 0.04776471 0.06580767],[0.040456   0.04694988 0.05453807],0,[0 0 0],0,[0 0 0]
[0.18529046 0.13018048 0.0313946 ],[ 0.00392306 -0.00129044  0.01250899],[0.28534114 0.85971385 1.21385938],[-0.13232401  0.1743953   0.10965934],[0.08893937 0.06248668 0.01506991],[ 0.01914425 -0.00411815  0.05676728],[0.29876398 1.06284158 1.19707554],[ 0. -0.  0.],[0.07625022 0.04421252 0.00195611],[0. 0. 0.],0.042427363179599234,0,2.7575068710911554,[0.03975967 0.03991885 0.05325271],[0.04365024 0.04767776 0.06574324],[0.04047972 0.04701293 0.05460656],0,[0 0 0],0,[0 0 0]
[0.18459344 0.12634659 0.02929866],[ 0.00371563 -0.00061607  0.01194751],[0.28571033 0.85996654 1.21391798],[-0.13224963  0.17438299  0.10989831],[0.08860489 0.06064638 0.01406334],[ 0.01779925 -0.00101214  0.0542553 ],[0.29908163 1.06302576 1.19708369],[ 0. -0.  0.],[0.07623639 0.0442045  0.00195576],[0. 0. 0.],0.04235764703521348,0,2.7575217636155234,[0.03967995 0.03984203 0.05319384],[0.04355911 0.04759812 0.06568355],[0.04050227 0.0470711  0.05466986],0,[0 0 0],0,[0 0 0]
[0.18395126 0.12282038 0.02733111],[3.5223961e-03 3.1352043e-05 1.1416316e-02],[0.28607823 0.86021219 1.21397264],[-0.13217911  0.17438362  0.11012666],[0.08829664 0.0589538  0.01311892],[0.01654944 0.00198037 0.05186598],[0.29939922 1.06320991 1.19709184],[ 0. -0.  0.],[0.07622256 0.04419648 0.0019554 ],[0. 0. 0.],0.04229459816540266,0,2.7575236117297286,[0.0396073  0.03977141 0.0531385 ],[0.04347617 0.04752527 0.0656283 ],[0.04052364 0.04712467 0.05472826],0,[0 0 0],0,[0 0 0]
[0.18336165 0.11958122 0.02548873],[0.00333655 0.00065053 0.01091921],[0.28644495 0.86045135 1.21402362],[-0.13211232  0.17439663  0.11034505],[0.08801362 0.05739901 0.01223457],[0.01534797 0.00484121 0.04963402],[0.29971676 1.06339403 1.19709998],[ 0. -0.  0.],[0.07620874 0.04418847 0.00195505],[0. 0. 0.],0.04223766216293457,0,2.7575131712116256,[0.0395412  0.03970655 0.05308646],[0.04340081 0.04745873 0.06557723],[0.04054386 0.04717391 0.05478207],0,[0 0 0],0,[0 0 0]
[0.18281865 0.11660516 0.02376354],[0.00316238 0.00124216 0.01045084],[0.28681059 0.86068456 1.21407115],[-0.13204901  0.17442148  0.11055408],[0.08775298 0.05597049 0.01140648],[0.01421476 0.00757611 0.04753011],[0.30003424 1.06357812 1.19710813],[ 0. -0.  0.],[0.07619492 0.04418045 0.00195469],[0. 0. 0.],0.04218633655609257,0,2.7574912202262936,[0.03948113 0.03964701 0.0530375 ],[0.04333248 0.04739807 0.06553007],[0.04056293 0.04721911 0.05483155],0,[0 0 0],0,[0 0 0]
[0.18231869 0.11387134 0.02214909],[0.00299668 0.00180566 0.01001203],[0.28717523 0.8609123  1.21411545],[-0.13198891  0.17445762  0.1107543 ],[0.08751292 0.05465832 0.01063214],[0.01316152 0.01018973 0.04554959],[0.30035166 1.06376217 1.19711627],[ 0. -0.  0.],[0.0761811  0.04417244 0.00195434],[0. 0. 0.],0.042140159859206494,0,2.7574585125240287,[0.03942664 0.03959238 0.0529914 ],[0.04327066 0.04734284 0.06548658],[0.04058088 0.0472605  0.05487698],0,[0 0 0],0,[0 0 0]
[0.18185818 0.11136222 0.02064145],[0.00283813 0.00234139 0.00960243],[0.28753894 0.86113503 1.21415673],[-0.13193198  0.17450448  0.11094633],[0.08729188 0.05345394 0.00990843],[0.01212767 0.01266435 0.04371541],[0.30066902 1.06394619 1.19712441],[ 0. -0.  0.],[0.07616728 0.04416443 0.00195398],[0. 0. 0.],0.04209869540168841,0,2.75741564865757,[0.03937729 0.03954232 0.05294797],[0.04321487 0.04729268 0.06544651],[0.04059774 0.04729833 0.05491861],0,[0 0 0],0,[0 0 0]
[0.18143332 0.10905874 0.01923382],[0.00269186 0.00285053 0.00921679],[0.28790181 0.86135314 1.2141952 ],[-0.13187805  0.17456148  0.11113068],[0.08708804 0.05234822 0.00923222],[0.0111519  0.0150101  0.04199592],[0.30098633 1.06413017 1.19713255],[ 0. -0.  0.],[0.07615347 0.04415642 0.00195363],[0. 0. 0.],0.04206155084905686,0,2.7573632936421335,[0.03933265 0.03949643 0.05290702],[0.04316467 0.04724723 0.06540965],[0.04061354 0.04733285 0.0549567 ],0,[0 0 0],0,[0 0 0]
[0.18103957 0.10694325 0.01791978],[0.00255585 0.00333345 0.00885642],[0.28826389 0.86156703 1.21423104],[-0.13182685  0.17462815  0.11130782],[0.08689903 0.05133279 0.00860148],[0.01025143 0.01724432 0.04037847],[0.30130358 1.06431413 1.19714069],[ 0. -0.  0.],[0.07613966 0.04414841 0.00195328],[0. 0. 0.],0.042028370349270136,0,2.757302087269791,[0.03929237 0.03945441 0.05286837],[0.04311963 0.04720613 0.06537577],[0.04062833 0.04736425 0.05499148],0,[0 0 0],0,[0 0 0]
[0.18074334 0.10501266 0.01675689],[0.00239098 0.00387335 0.00861669],[0.28862538 0.86177706 1.21426455],[-0.13177895  0.17470561  0.11148016],[0.08675684 0.0504061  0.0080433 ],[0.00918446 0.0197349  0.03936408],[0.30162077 1.06449804 1.19714883],[ 0. -0.  0.],[0.07612585 0.04414041 0.00195292],[0. 0. 0.],0.041998696190917506,0,2.7572304158489316,[0.03925611 0.03941592 0.05283172],[0.04307935 0.04716904 0.06534466],[0.04064213 0.04739278 0.05502312],0,[0 0 0],0,[0 0 0]
[0.18045652 0.10323334 0.01565993],[0.00224805 0.00441504 0.00840151],[0.28898629 0.86198352 1.21429587],[-0.13173391  0.17479391  0.11164819],[0.08661917 0.04955203 0.00751676],[0.00821893 0.02224515 0.03844925],[0.3019379  1.06468193 1.19715697],[ 0. -0.  0.],[0.07611205 0.0441324  0.00195257],[0. 0. 0.],0.04197223584152769,0,2.7571485714869457,[0.03922354 0.03938066 0.05279688],[0.04304349 0.04713569 0.06531612],[0.04065497 0.04741859 0.05505183],0,[0 0 0],0,[0 0 0]
[0.18018734 0.10159779 0.01464081],[0.00211799 0.00491893 0.00817943],[0.28934666 0.86218672 1.21432516],[-0.13169137  0.17489232  0.11181176],[0.08648987 0.04876703 0.00702819],[0.00735787 0.02459065 0.03747927],[0.30225498 1.06486578 1.1971651 ],[ 0. -0.  0.],[0.07609825 0.0441244  0.00195221],[0. 0. 0.],0.04194875004997159,0,2.757057547448842,[0.03919435 0.03934836 0.05276371],[0.04301168 0.04710578 0.06528996],[0.0406669  0.04744188 0.05507782],0,[0 0 0],0,[0 0 0]
